message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=5.861302, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.823150009";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.833494, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.822665002";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.833494, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.812289095";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.889111, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.806966584";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.861302, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.806506302";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.861302, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.797035804";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.889111, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.791199718";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.916919, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.790723930";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.889111, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.780813894";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.916919, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.775230300";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.944727, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.774368686";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.916919, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.764887989";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.972536, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.759191246";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.944727, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.759037237";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.944727, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.748801929";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.000344, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.742679617";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.972536, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.742672074";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=5.972536, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.732653846";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.028153, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.726402250";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.000344, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.726348469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.000344, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.716368586";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.055961, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.710961493";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.028153, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.710752096";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.028153, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.701008082";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.083770, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.695318812";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.055961, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.695203916";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.055961, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.684826194";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.083770, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.679064494";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.111578, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.678505590";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.083770, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.668916214";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.111578, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.663170858";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.139386, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.662769316";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.111578, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.652623830";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.167195, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.647123493";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.139386, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.646584844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.139386, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.637141725";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.167195, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.630883702";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.195003, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.630612841";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.167195, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.620490963";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.222812, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.615573137";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.195003, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.614858687";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.195003, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.604766423";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.250620, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.599289694";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.222812, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.598434365";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.222812, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.588268274";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.278428, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.582931585";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.250620, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.582865721";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.250620, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.572800138";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.278428, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.567144604";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.306237, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.566573965";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.278428, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.556323920";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.334045, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.551329824";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.306237, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.550748709";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.306237, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.541015591";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.361854, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.534799825";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.334045, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.534360287";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.334045, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.524627099";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.389662, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.519151627";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.361854, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.518774740";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.361854, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.508882444";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.417470, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.486760401";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.417470, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.476622737";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.500896, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.454745573";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.473087, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.454655891";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.473087, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.444629631";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.500896, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.439227636";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.528704, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.439188523";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.500896, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.429108063";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.528704, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.422649305";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.556512, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.422649305";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.528704, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.413457909";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.556512, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.407082616";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.584321, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.406930213";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.556512, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.397063690";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.584321, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.391269093";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.612129, y=-0.015833])";"30";"turtlesim3.sim";"1726127265.391269093";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.584321, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.380511900";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.612129, y=-0.015833])";"30";"turtlesim2.sim";"1726127265.375430007";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.612129, y=-0.015833])";"30";"turtlesim1.sim";"1726127265.364873619";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639938, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.543318895";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639848, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.527082310";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639938, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.526662398";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639938, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.516316171";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639759, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.511276603";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639848, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.510399202";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639848, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.500295549";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639669, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.494985678";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639759, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.494985678";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639759, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.484126435";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639669, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.479122697";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639580, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.478974415";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639669, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.469057668";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639580, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.462652479";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639490, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.462596602";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639580, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.452885202";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639401, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.446925487";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639490, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.446461573";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639490, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.436486854";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639311, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.430626670";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639401, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.430265149";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639401, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.420338694";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639222, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.415266018";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639311, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.414229510";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639311, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.405080366";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639132, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.398945200";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639222, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.398945200";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639222, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.388134569";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639043, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.382440128";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639132, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.382414565";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639132, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.373095836";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638953, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.367073750";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639043, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.367069070";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.639043, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.356955708";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638864, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.350753699";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638953, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.350552195";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638953, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.340753837";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638774, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.335334587";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638864, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.334314353";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638864, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.324595129";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638774, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.319004339";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638685, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.318924715";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638774, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.308340036";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638595, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.302704754";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638685, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.302704754";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638685, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.293067739";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638506, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.286352295";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638595, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.286346079";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638595, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.276795114";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638417, y=-0.032000])";"30";"turtlesim3.sim";"1726127264.271111708";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638506, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.271076855";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638506, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.260490499";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638327, y=-0.016198])";"30";"turtlesim3.sim";"1726127264.254737388";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638417, y=-0.032000])";"30";"turtlesim2.sim";"1726127264.254737388";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638417, y=-0.032000])";"30";"turtlesim1.sim";"1726127264.244947481";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638327, y=-0.016198])";"30";"turtlesim2.sim";"1726127264.239433102";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=6.638327, y=-0.016198])";"30";"turtlesim1.sim";"1726127264.228869585";"./src/turtle.cpp:update:260"
